Date,O_Price_KRW,O_TR_KRW,AAPL_Price_KRW,AAPL_TR_KRW,005930.KS_Price_KRW,005930.KS_TR_KRW,S&P 500,KOSPI,Total_PR,Total_TR
2025-02-13,7541378.220567713,8562630.809065804,3492085.3560555726,3532967.748621539,2731092.7734375,2852349.133075335,6115.06982421875,2583.169921875,13764556.350060785,14947947.690762676
2025-02-14,7413389.571957011,8417309.952088257,3503886.85893178,3544907.4135482856,2740881.640625,2862572.6110573416,6114.6298828125,2591.050048828125,13658158.07151379,14824789.976693884
2025-02-17,7413389.571957011,8417309.952088257,3503886.85893178,3544907.4135482856,2740881.640625,2862572.6110573416,6114.6298828125,2610.419921875,13658158.07151379,14824789.976693884
2025-02-18,7527385.522530228,8546743.221437464,3508231.381306052,3549302.797929384,2784931.640625,2908578.3639684096,6129.580078125,2626.81005859375,13820548.54446128,15004624.383335257
2025-02-19,7580982.922712341,8607598.775510265,3511020.8908927627,3552124.9647436137,2873031.4453125,3000589.6658064676,6144.14990234375,2671.52001953125,13965035.258917604,15160313.406060345
2025-02-20,7696199.826192297,8738418.339071203,3524541.2827549875,3565803.641960119,2858348.046875,2985254.346841419,6117.52001953125,2654.06005859375,14079089.155822285,15289476.32787274
2025-02-21,7729114.196313731,8775789.969484081,3500283.551338166,3541261.921465875,2848559.1796875,2975030.868859413,6013.1298828125,2654.580078125,14077956.927339397,15292082.759809371
2025-02-24,7772936.758889258,8825546.978543516,3528750.9373033047,3570062.579596408,2804509.375,2929025.319932422,5983.25,2645.27001953125,14106197.071192563,15324634.878072346
2025-02-25,7597817.562184716,8626713.15996224,3514021.4891965874,3555160.6915237727,2799615.234375,2923913.886917535,5955.25,2630.2900390625,13911454.285756303,15105787.738403548
2025-02-26,7583412.867736816,8610357.78341603,3421035.8798217773,3461086.484993439,2770248.2421875,2893243.045003361,5956.06005859375,2641.090087890625,13774696.989746094,14964687.31341283
2025-02-27,7673265.168338455,8712377.872436196,3389107.8011166863,3428784.619248683,2755565.0390625,2877907.9300223906,5861.56982421875,2621.75,13817938.008517642,15019070.421707269
2025-02-28,7818926.8096287735,8877764.996769775,3491125.504474044,3531996.65990656,2667465.234375,2785896.6281843325,5954.5,2532.780029296875,13977517.548477817,15195658.284860667
2025-03-03,7981821.962002572,9107140.017299395,3459683.3481431007,3500186.405305621,2667465.234375,2785896.6281843325,5849.72021484375,2532.780029296875,14108970.544520672,15393223.050789349
